timestamp,queue,dominant_emotion,neg_count,flagged,recommendation
2026-05-17 22:49:51,Queue 1,Neutral,0,False,All Good
2026-05-17 22:49:51,Queue 2,Neutral,0,False,All Good
2026-05-17 22:49:51,Queue 3,Neutral,0,False,All Good
2026-05-17 22:50:05,Counter,Neutral,0,False,All Good
2026-05-17 22:50:05,Queue 1,Neutral,0,False,All Good
2026-05-17 22:50:05,Queue 2,Neutral,0,False,All Good
2026-05-17 22:50:05,Queue 3,Neutral,0,False,All Good
2026-05-19 10:26:14,Counter,Neutral,0,False,All Good
2026-05-19 10:26:14,Queue 1,Sad,10,False,All Good
2026-05-19 10:26:14,Queue 2,Neutral,0,False,All Good
2026-05-19 10:26:14,Queue 3,Neutral,0,False,All Good
2026-05-19 10:26:28,Counter,Neutral,0,False,All Good
2026-05-19 10:26:28,Queue 1,Sad,14,False,All Good
2026-05-19 10:26:28,Queue 2,Neutral,0,False,All Good
2026-05-19 10:26:28,Queue 3,Neutral,0,False,All Good
2026-05-19 10:26:40,Counter,Neutral,0,False,All Good
2026-05-19 10:26:40,Queue 1,Sad,13,True,Service Quality Check Required
2026-05-19 10:26:40,Queue 2,Neutral,0,False,All Good
2026-05-19 10:26:40,Queue 3,Neutral,0,False,All Good
2026-05-19 10:26:53,Counter,Neutral,0,False,All Good
2026-05-19 10:26:53,Queue 1,Sad,26,True,Service Quality Check Required
2026-05-19 10:26:53,Queue 2,Neutral,0,False,All Good
2026-05-19 10:26:53,Queue 3,Neutral,0,False,All Good
2026-05-19 10:27:05,Counter,Neutral,0,False,All Good
2026-05-19 10:27:05,Queue 1,Sad,18,True,Service Quality Check Required
2026-05-19 10:27:05,Queue 2,Neutral,0,False,All Good
2026-05-19 10:27:05,Queue 3,Neutral,0,False,All Good
2026-05-19 10:27:20,Counter,Neutral,0,False,All Good
2026-05-19 10:27:20,Queue 1,Sad,5,True,Service Quality Check Required
2026-05-19 10:27:20,Queue 2,Neutral,0,False,All Good
